hodina;relativní odbìr
1;0.5277121
2;0.5206269
3;0.5284854
4;0.4927772
5;0.5242113
6;0.5099469
7;0.5275554
8;0.5183174
9;0.5029348
10;0.4905723
11;0.535926
12;0.4760361
13;0.5384026
14;0.5511936
15;0.5178263
16;0.5397821
17;0.573557
18;0.5872885
19;0.5791896
20;0.5491036
21;0.5783013
22;0.5868078
23;0.5479854
24;0.5355288
25;0.4999597
26;0.48924
27;0.478949
28;0.5000864
29;0.5052904
30;0.5311737
31;0.5758361
32;0.6366854
33;0.6955466
34;0.705857
35;0.7773871
36;0.7351707
37;0.7221998
38;0.7078353
39;0.6772645
40;0.682371
41;0.6657262
42;0.6541976
43;0.6417139
44;0.6260046
45;0.5632063
46;0.5786525
47;0.5429557
48;0.5174135
49;0.4830698
50;0.474762
51;0.4689666
52;0.4540354
53;0.4874093
54;0.5036252
55;0.5437271
56;0.5796895
57;0.5990077
58;0.604965
59;0.691012
60;0.6001402
61;0.6149572
62;0.5857324
63;0.5465916
64;0.5592198
65;0.5793945
66;0.6039372
67;0.6134536
68;0.5574593
69;0.5667377
70;0.5652341
71;0.5473624
72;0.5261599
73;0.4607228
74;0.4549074
75;0.4521653
76;0.4420344
77;0.4769912
78;0.4915573
79;0.5014766
80;0.5041266
81;0.5021391
82;0.512316
83;0.5813462
84;0.5034549
85;0.5684548
86;0.5761197
87;0.526192
88;0.5586368
89;0.5798188
90;0.5976238
91;0.5982587
92;0.5447884
93;0.5754664
94;0.5444203
95;0.5133098
96;0.5207815
97;0.4931376
98;0.4828458
99;0.4839728
100;0.4984371
101;0.5211814
102;0.5754715
103;0.6316058
104;0.7610768
105;0.83555
106;0.8479
107;0.9313796
108;0.8687536
109;0.867487
110;0.8258263
111;0.7965251
112;0.8083164
113;0.7271281
114;0.6481098
115;0.6375107
116;0.5998178
117;0.5407217
118;0.5649097
119;0.5312776
120;0.5103681
121;0.5184018
122;0.4946561
123;0.5070855
124;0.5224343
125;0.5375389
126;0.6054563
127;0.6522349
128;0.7983313
129;0.8529308
130;0.8598241
131;0.9463806
132;0.9048354
133;0.8979519
134;0.8725659
135;0.8432841
136;0.8496501
137;0.7707387
138;0.6914367
139;0.6696829
140;0.653016
141;0.5846007
142;0.5921872
143;0.5470587
144;0.5269452
145;0.5229048
146;0.4961349
147;0.5166674
148;0.5280306
149;0.5511309
150;0.6152076
151;0.6608179
152;0.7842687
153;0.8489751
154;0.8676187
155;0.9356209
156;0.8979108
157;0.890109
158;0.8633784
159;0.8316597
160;0.8531367
161;0.7915884
162;0.7005351
163;0.6875781
164;0.6569416
165;0.5762874
166;0.6015324
167;0.5417353
168;0.5251381
169;0.4914355
170;0.4715815
171;0.479322
172;0.489083
173;0.509525
174;0.6006655
175;0.6442152
176;0.7831076
177;0.8395296
178;0.8477634
179;0.9172665
180;0.8728915
181;0.8551814
182;0.8202259
183;0.807382
184;0.8431153
185;0.7517662
186;0.6528663
187;0.6420998
188;0.6306883
189;0.5716861
190;0.5875655
191;0.5499918
192;0.5046683
193;0.4140146
194;0.4029378
195;0.4105459
196;0.4155959
197;0.4384366
198;0.5019255
199;0.5393201
200;0.6541862
201;0.7135688
202;0.7265415
203;0.7784816
204;0.7544405
205;0.7358301
206;0.7275928
207;0.6826895
208;0.6866798
209;0.6235552
210;0.5801586
211;0.5704146
212;0.5436167
213;0.493771
214;0.5007168
215;0.4690593
216;0.4439833
217;0.3294122
218;0.3185605
219;0.3185806
220;0.3015336
221;0.3372065
222;0.3499783
223;0.3937599
224;0.4152493
225;0.4048792
226;0.4154834
227;0.4602686
228;0.401146
229;0.4199124
230;0.4130816
231;0.3754886
232;0.3951314
233;0.402939
234;0.4176979
235;0.4091544
236;0.3762178
237;0.3973325
238;0.4002161
239;0.3677479
240;0.3625695
241;0.3377748
242;0.3332151
243;0.3307115
244;0.3228579
245;0.341775
246;0.3561255
247;0.3705459
248;0.3836586
249;0.3649023
250;0.3739238
251;0.4245351
252;0.3615314
253;0.4035409
254;0.3990091
255;0.3648393
256;0.3894981
257;0.4105622
258;0.4318991
259;0.4372211
260;0.3947292
261;0.4172549
262;0.4093734
263;0.3877218
264;0.3846097
265;0.410997
266;0.3898895
267;0.3884009
268;0.3936682
269;0.4184094
270;0.4601587
271;0.4970911
272;0.5971704
273;0.6567066
274;0.6642335
275;0.7295179
276;0.6909977
277;0.6646381
278;0.6351945
279;0.625927
280;0.6272248
281;0.5604289
282;0.5135496
283;0.5013203
284;0.4879077
285;0.4412574
286;0.4511966
287;0.4244401
288;0.4064701
289;0.3963633
290;0.3792301
291;0.395849
292;0.3958187
293;0.4091773
294;0.4709854
295;0.5060083
296;0.5988453
297;0.6512434
298;0.6511073
299;0.7256386
300;0.6792239
301;0.672242
302;0.6414552
303;0.6365005
304;0.6372419
305;0.5844882
306;0.5254789
307;0.5114319
308;0.4894122
309;0.4324376
310;0.4537236
311;0.4165374
312;0.4062196
313;0.3886808
314;0.3783799
315;0.3897667
316;0.3903326
317;0.4095655
318;0.4655742
319;0.4897014
320;0.5730567
321;0.6331797
322;0.6491931
323;0.7126884
324;0.6749109
325;0.6602969
326;0.6293254
327;0.6158509
328;0.6356191
329;0.5692713
330;0.5072901
331;0.5114426
332;0.4985034
333;0.4444218
334;0.4614293
335;0.4335244
336;0.4065677
337;0.4087291
338;0.4028544
339;0.4006858
340;0.4288779
341;0.4283843
342;0.4811191
343;0.5137537
344;0.6239651
345;0.6738111
346;0.6811828
347;0.7554744
348;0.7196112
349;0.7319836
350;0.7007166
351;0.6868471
352;0.6845895
353;0.6116412
354;0.5511543
355;0.5390812
356;0.5163997
357;0.4702598
