hodina;relativní odbìr
1;0.50618
2;0.49113
3;0.51006
4;0.4833
5;0.4993
6;0.49995
7;0.49453
8;0.4805
9;0.48192
10;0.46985
11;0.51
12;0.47676
13;0.5218
14;0.52917
15;0.49864
16;0.5244
17;0.55407
18;0.56927
19;0.55795
20;0.53056
21;0.55474
22;0.55646
23;0.52143
24;0.50379
25;0.50921
26;0.48294
27;0.48232
28;0.47505
29;0.50412
30;0.52405
31;0.55419
32;0.58348
33;0.61923
34;0.62135
35;0.72402
36;0.6432
37;0.643
38;0.6167
39;0.57856
40;0.59467
41;0.63228
42;0.65796
43;0.64104
44;0.59474
45;0.59075
46;0.58035
47;0.55614
48;0.52158
49;0.5116
50;0.49441
51;0.49094
52;0.48773
53;0.51245
54;0.53635
55;0.53771
56;0.54532
57;0.55557
58;0.56389
59;0.63825
60;0.58277
61;0.62672
62;0.63092
63;0.59904
64;0.61702
65;0.6491
66;0.67241
67;0.67077
68;0.61658
69;0.62949
70;0.5934
71;0.55919
72;0.54531
73;0.526
74;0.50711
75;0.52422
76;0.53444
77;0.5522
78;0.62342
79;0.689
80;0.83393
81;0.9034
82;0.92692
83;1
84;0.92738
85;0.92999
86;0.87823
87;0.83046
88;0.86039
89;0.79893
90;0.71527
91;0.70022
92;0.66332
93;0.59104
94;0.60549
95;0.5685
96;0.54074
97;0.52564
98;0.4972
99;0.51377
100;0.53202
101;0.54614
102;0.62275
103;0.68029
104;0.82797
105;0.89121
106;0.90941
107;0.97839
108;0.94005
109;0.91816
110;0.8903
111;0.8484
112;0.86243
113;0.80333
114;0.74117
115;0.71549
116;0.68993
117;0.61432
118;0.60595
119;0.55717
120;0.53089
121;0.52384
122;0.48624
123;0.52581
124;0.53543
125;0.55913
126;0.63906
127;0.68603
128;0.82164
129;0.88617
130;0.90392
131;0.96186
132;0.9191
133;0.91672
134;0.87709
135;0.84277
136;0.85491
137;0.81653
138;0.72121
139;0.70609
140;0.67945
141;0.60487
142;0.60912
143;0.54162
144;0.51836
145;0.50349
146;0.47491
147;0.5106
148;0.50953
149;0.53529
150;0.64195
151;0.69378
152;0.82975
153;0.8904
154;0.91501
155;0.97331
156;0.9386
157;0.93019
158;0.88707
159;0.864
160;0.89499
161;0.81218
162;0.71467
163;0.68599
164;0.68026
165;0.6171
166;0.62195
167;0.56216
168;0.52093
169;0.48958
170;0.46563
171;0.49264
172;0.50154
173;0.53125
174;0.61731
175;0.6754
176;0.81049
177;0.88927
178;0.9081
179;0.943
180;0.92354
181;0.9041
182;0.89546
183;0.82318
184;0.84613
185;0.77941
186;0.73444
187;0.7139
188;0.68789
189;0.61366
190;0.61723
191;0.57633
192;0.54143
193;0.49709
194;0.47901
195;0.47788
196;0.45709
197;0.4977
198;0.52546
199;0.56662
200;0.61059
201;0.62147
202;0.63824
203;0.70998
204;0.62781
205;0.63457
206;0.62029
207;0.59197
208;0.6192
209;0.63425
210;0.64887
211;0.64466
212;0.60516
213;0.60616
214;0.60891
215;0.56639
216;0.54471
217;0.4908
218;0.47534
219;0.48482
220;0.47475
221;0.48806
222;0.50389
223;0.52484
224;0.54342
225;0.53229
226;0.54607
227;0.61502
228;0.56486
229;0.60323
230;0.59092
231;0.54467
232;0.58362
233;0.60935
234;0.65322
235;0.65528
236;0.5969
237;0.62014
238;0.59593
239;0.55054
240;0.54456
241;0.53418
242;0.50586
243;0.50703
244;0.51914
245;0.55023
246;0.60155
247;0.65955
248;0.78069
249;0.86206
250;0.88943
251;0.95168
252;0.90074
253;0.89131
254;0.84074
255;0.81152
256;0.8183
257;0.74055
258;0.69211
259;0.67561
260;0.65221
261;0.59529
262;0.60835
263;0.56062
264;0.53677
265;0.52488
266;0.49931
267;0.52789
268;0.52897
269;0.54591
270;0.63121
271;0.68897
272;0.78481
273;0.86164
274;0.88233
275;0.95959
276;0.90166
277;0.89192
278;0.85674
279;0.84447
280;0.8666
281;0.79649
282;0.71295
283;0.67765
284;0.65276
285;0.57767
286;0.59602
287;0.54761
288;0.5368
289;0.51431
290;0.5018
291;0.52333
292;0.52563
293;0.53917
294;0.62168
295;0.64781
296;0.75655
297;0.83945
298;0.85627
299;0.92944
300;0.88994
301;0.88412
302;0.84231
303;0.80406
304;0.84206
305;0.758
306;0.67936
307;0.68304
308;0.65974
309;0.58539
310;0.60242
311;0.55424
312;0.52755
313;0.49939
314;0.4952
315;0.50966
316;0.53676
317;0.54277
318;0.60726
319;0.65069
320;0.77213
321;0.84204
322;0.8507
323;0.93594
324;0.89995
325;0.91213
326;0.88274
327;0.84362
328;0.84834
329;0.76724
330;0.69415
331;0.66929
332;0.64624
333;0.58673
334;0.59747
335;0.54939
336;0.52418
337;0.5043
338;0.47838
339;0.50531
340;0.51973
341;0.54296
342;0.61134
343;0.63834
344;0.7503
345;0.82978
346;0.86453
347;0.90693
